57.156	-15.233
58.020	-13.620
56.568	-15.946
58.366	-15.160
58.793	-15.992
59.895	-13.981
60.058	-15.726
60.280	-13.778
59.876	-15.684
60.640	-13.001
60.671	-16.454
61.348	-12.655
61.551	-15.187
62.714	-15.747
62.849	-13.000
63.103	-11.983
62.909	-12.915
63.344	-12.749
64.339	-12.546
64.086	-15.235
65.793	-13.202
64.991	-12.530
65.781	-15.081
66.533	-14.115
67.153	-16.020
67.501	-13.561
66.218	-14.107
68.045	-14.298
67.970	-12.334
70.314	-14.181
69.911	-12.139
69.659	-12.120
69.651	-12.930
70.324	-14.673
70.768	-13.414
71.338	-13.308
71.472	-12.618
71.879	-14.641
71.834	-13.087
72.158	-13.267
72.592	-14.112
73.399	-13.513
73.879	-14.050
74.912	-13.144
74.569	-12.841
74.633	-14.576
76.819	-13.125
75.995	-11.385
76.309	-12.542
75.935	-12.360
77.639	-13.024
78.391	-13.546
78.165	-12.643
77.762	-10.942
78.465	-12.178
79.164	-12.259
79.577	-13.436
79.509	-13.689
80.226	-12.368
80.597	-12.286
79.883	-13.591
80.405	-12.127
82.487	-10.660
81.996	-11.560
81.855	-12.466
82.996	-12.635
81.762	-13.384
83.451	-13.130
83.548	-13.015
83.231	-12.149
84.434	-11.913
84.004	-10.675
85.690	-14.732
84.609	-13.521
85.322	-12.276
85.674	-12.987
86.611	-11.908
85.784	-13.169
87.033	-11.315
87.890	-11.772
87.581	-11.670
88.028	-12.386
87.519	-11.999
88.298	-11.183
87.776	-12.132
90.128	-11.079
89.541	-13.388
90.466	-13.950
89.678	-13.440
90.119	-11.027
90.970	-12.984
90.937	-12.844
90.821	-10.700
92.289	-11.211
91.969	-12.558
92.524	-14.060
92.385	-10.947
93.372	-11.998
93.391	-11.744
93.062	-13.797
93.593	-12.254
94.584	-12.778
94.090	-11.589
94.172	-12.200
95.383	-12.617
95.193	-11.932
96.682	-12.250
96.151	-12.464
96.930	-12.980
97.485	-11.511
97.009	-11.988
98.100	-11.351
98.522	-13.015
97.588	-11.012
98.942	-11.774
97.945	-10.807
98.456	-12.739
99.250	-11.460
98.817	-11.465
99.762	-12.050
99.676	-10.848
99.613	-12.669
101.102	-12.368
100.998	-11.700
101.383	-12.806
101.649	-12.507
102.525	-12.747
101.305	-12.929
102.599	-11.719
101.649	-11.184
102.654	-11.975
102.653	-10.518
103.447	-10.689
104.046	-11.309
102.914	-11.329
103.502	-9.952
103.205	-12.812
104.697	-10.385
104.359	-11.259
104.652	-10.393
105.120	-12.684
105.346	-11.452
105.956	-11.910
106.221	-11.458
106.229	-8.892
106.580	-13.011
107.262	-9.506
106.714	-11.639
108.844	-10.992
107.220	-10.158
108.551	-9.878
107.717	-10.961
108.886	-10.642
108.870	-11.975
108.587	-11.192
108.602	-11.158
109.224	-11.310
110.168	-12.312
110.074	-10.943
109.807	-11.219
109.949	-10.717
110.270	-10.743
111.157	-11.674
111.301	-10.336
111.329	-9.844
110.788	-11.726
111.867	-11.951
111.244	-11.772
112.523	-11.531
111.664	-10.872
112.476	-9.718
112.774	-11.961
112.845	-11.205
112.373	-12.514
113.791	-9.753
113.485	-11.213
114.201	-11.578
113.354	-9.537
115.068	-10.694
115.592	-12.341
115.289	-11.281
115.457	-11.030
115.410	-12.610
116.176	-11.418
115.447	-10.336
116.678	-10.673
117.175	-14.216
117.236	-12.219
116.865	-10.414
115.814	-10.170
117.476	-9.335
117.613	-10.035
117.053	-10.100
118.854	-11.826
118.193	-11.804
118.896	-10.617
117.807	-11.454
118.987	-12.004
118.826	-10.810
118.441	-9.338
119.023	-11.792
118.872	-11.269
120.018	-11.176
118.278	-10.351
119.571	-9.033
119.592	-11.951
119.896	-11.873
120.542	-12.211
120.407	-11.020
121.037	-9.634
121.006	-11.314
121.132	-10.089
121.320	-10.749
120.377	-10.194
122.686	-9.735
122.567	-8.970
121.253	-10.879
121.793	-10.247
123.163	-11.489
121.367	-10.342
122.031	-10.079
122.607	-10.683
122.954	-9.964
123.528	-10.247
122.928	-8.412
123.838	-12.231
123.522	-11.516
122.865	-9.489
124.512	-10.729
123.973	-10.643
124.227	-9.547
124.510	-9.114
125.386	-10.745
125.637	-10.705
123.961	-10.308
125.289	-11.887
125.700	-11.785
126.039	-10.147
126.308	-9.466
124.422	-9.970
126.245	-10.198
126.351	-10.352
126.417	-11.519
126.450	-12.581
126.309	-9.882
127.094	-11.308
126.702	-7.929
128.077	-10.689
126.714	-10.270
127.054	-9.035
127.867	-9.768
126.240	-10.455
127.546	-9.977
128.565	-9.748
127.935	-12.558
128.373	-7.756
129.069	-10.754
128.766	-10.658
128.327	-10.317
128.730	-12.053
129.232	-9.532
129.251	-8.406
129.462	-10.257
129.263	-11.765
129.120	-10.156
129.910	-8.281
130.025	-11.149
131.037	-10.006
129.580	-9.575
129.934	-8.232
130.484	-10.236
130.085	-10.829
130.476	-10.873
130.830	-10.235
130.569	-10.357
131.442	-11.193
131.801	-10.451
131.043	-9.478
131.167	-8.468
131.328	-9.798
131.594	-9.271
130.798	-10.679
131.720	-11.452
130.894	-10.719
132.480	-10.499
131.056	-9.760
132.163	-8.435
131.675	-8.875
132.149	-9.169
132.471	-11.436
132.778	-10.875
131.853	-10.210
132.903	-9.727
132.876	-10.007
133.467	-8.845
133.151	-9.225
133.724	-10.339
133.572	-10.759
132.746	-11.489
133.521	-9.730
133.095	-11.122
133.279	-12.186
134.239	-10.757
133.645	-9.453
134.084	-10.545
133.626	-10.300
134.778	-10.458
134.038	-11.155
134.792	-9.222
133.678	-9.302
133.667	-11.299
134.305	-8.986
132.893	-11.462
134.659	-10.954
134.740	-10.642
135.791	-10.320
133.967	-9.504
134.708	-10.091
135.035	-11.264
134.735	-10.331
134.494	-10.659
136.233	-10.395
134.980	-10.517
135.036	-9.692
135.788	-10.342
134.974	-11.787
135.554	-10.188
135.388	-11.519
136.096	-9.806
135.967	-9.197
135.656	-11.497
135.547	-9.689
136.297	-9.879
135.419	-8.657
136.390	-9.054
135.886	-9.437
136.008	-10.737
135.377	-9.192
136.620	-9.039
135.445	-11.134
136.161	-10.627
134.909	-9.495
136.824	-11.185
136.597	-9.465
136.872	-9.837
136.269	-9.429
136.587	-8.412
136.241	-10.143
136.992	-12.087
135.851	-9.825
135.795	-10.443
136.178	-11.154
136.922	-9.921
136.495	-8.584
136.348	-9.901
136.107	-10.178
135.841	-10.543
136.656	-11.248
136.367	-9.927
137.050	-8.491
137.155	-8.995
137.133	-10.049
138.233	-11.947
136.522	-9.817
136.951	-11.062
137.556	-10.876
137.225	-8.902
137.962	-10.329
137.388	-9.903
138.561	-9.029
137.735	-9.528
137.015	-11.741
136.971	-9.891
137.576	-10.216
138.034	-10.267
137.822	-9.340
137.115	-10.290
137.745	-9.022
137.892	-9.818
137.937	-10.450
137.135	-10.081
139.320	-11.921
137.343	-10.410
136.626	-9.039
137.204	-9.429
137.400	-9.904
137.864	-8.544
137.466	-10.044
138.125	-9.144
137.436	-10.612
138.112	-9.218
137.100	-11.038
138.199	-9.760
137.228	-11.094
137.523	-9.346
137.181	-8.843
136.555	-9.913
136.789	-10.699
137.538	-9.337
137.302	-10.743
137.362	-8.285
137.493	-10.051
137.647	-11.498
137.312	-10.548
137.254	-9.864
138.379	-10.893
137.173	-9.534
137.098	-10.335
136.204	-11.727
137.715	-9.783
138.286	-7.611
137.836	-9.339
137.968	-10.864
137.027	-10.399
137.976	-10.161
137.527	-8.530
136.399	-8.298
136.823	-10.859
136.644	-9.913
137.759	-9.904
137.581	-9.013
138.031	-10.302
136.585	-9.526
136.981	-9.111
137.140	-11.262
136.739	-9.568
137.465	-11.221
137.597	-8.727
136.483	-10.247
136.454	-8.902
136.932	-9.674
136.874	-10.221
136.992	-8.671
137.047	-10.568
136.665	-8.732
136.630	-10.551
137.545	-9.230
136.687	-9.958
136.661	-9.321
137.200	-8.881
136.246	-9.034
136.230	-9.260
135.802	-9.523
136.729	-10.433
135.689	-9.493
136.763	-8.932
136.209	-9.781
135.507	-9.680
135.128	-9.769
136.206	-9.617
135.792	-10.234
135.361	-8.981
135.233	-10.436
135.712	-9.938
135.346	-8.949
135.139	-9.937
135.862	-7.807
135.144	-9.990
135.715	-11.429
135.536	-10.551
135.583	-9.080
135.694	-8.721
135.299	-10.380
134.817	-9.479
135.532	-10.111
134.679	-11.494
134.962	-8.068
134.928	-10.691
133.598	-8.954
134.470	-11.037
134.882	-9.101
134.358	-9.989
135.430	-9.384
135.215	-10.413
133.772	-10.122
134.184	-9.071
133.971	-9.559
133.662	-10.655
133.941	-9.531
134.487	-10.475
134.077	-9.256
133.588	-9.008
133.868	-9.760
133.321	-8.664
133.643	-10.020
133.157	-10.003
132.516	-10.035
133.767	-11.006
133.799	-9.454
132.188	-8.479
133.473	-8.618
132.721	-10.023
133.176	-9.760
132.046	-9.154
133.056	-9.364
132.919	-10.316
132.003	-11.853
131.975	-10.504
132.018	-10.438
132.568	-10.283
131.155	-10.389
132.092	-9.455
132.400	-12.664
131.072	-11.572
131.361	-9.133
130.516	-11.309
131.908	-11.265
131.789	-8.718
130.848	-11.669
130.960	-8.784
130.871	-10.167
129.847	-9.227
